
****************************************

  MemTrackerLog 

       Sep 25 2024  
       19:48:13  

****************************************

External Libs: 

Leak(739)  32 bytes ref:2287 
Leak(740)  16 bytes ref:2289 
Leak(741)  48 bytes ref:2290 
Leak(742)  16 bytes ref:2292 
Leak(743)  48 bytes ref:2293 
Leak(744)  16 bytes ref:2295 
Leak(745)  32 bytes ref:2296 
Leak(746)  16 bytes ref:2298 
Leak(747)  32 bytes ref:2299 
Leak(748)  16 bytes ref:2301 
Leak(749)  32 bytes ref:2302 
Leak(750)  16 bytes ref:2304 
Leak(751)  32 bytes ref:2305 
Leak(752)  16 bytes ref:2307 
Leak(753)  32 bytes ref:2308 
Leak(754)  16 bytes ref:2310 
Leak(755)  32 bytes ref:2311 
Leak(756)  16 bytes ref:2313 
Leak(757)  32 bytes ref:2314 
Leak(758)  16 bytes ref:2316 
Leak(759)  32 bytes ref:2317 
Leak(760)  16 bytes ref:2319 
Leak(761)  32 bytes ref:2320 
Leak(762)  16 bytes ref:2322 
Leak(763)  32 bytes ref:2323 
Leak(764)  16 bytes ref:2325 
Leak(765)  32 bytes ref:2326 
Leak(766)  16 bytes ref:2328 
Leak(767)  32 bytes ref:2329 
Leak(768)  16 bytes ref:2331 
Leak(769)  32 bytes ref:2332 
Leak(770)  16 bytes ref:2334 
Leak(771)  32 bytes ref:2335 
Leak(772)  16 bytes ref:2337 
Leak(773)  32 bytes ref:2338 
Leak(774)  16 bytes ref:2340 
Leak(775)  32 bytes ref:2341 
Leak(776)  16 bytes ref:2343 
Leak(777)  32 bytes ref:2344 
Leak(778)  16 bytes ref:2346 
Leak(779)  32 bytes ref:2347 
Leak(780)  16 bytes ref:2349 
Leak(781)  48 bytes ref:2350 
Leak(782)  16 bytes ref:2352 
Leak(783)  32 bytes ref:2353 
Leak(784)  16 bytes ref:2355 
Leak(785)  32 bytes ref:2356 
Leak(786)  16 bytes ref:2358 
Leak(787)  32 bytes ref:2359 
Leak(788)  16 bytes ref:2361 
Leak(789)  32 bytes ref:2362 
Leak(790)  16 bytes ref:2364 
Leak(791)  32 bytes ref:2365 
Leak(792)  16 bytes ref:2368 
Leak(793)  16 bytes ref:2369 
Leak(794)  32 bytes ref:2370 
Leak(795)  16 bytes ref:2372 
Leak(796)  32 bytes ref:2373 
Leak(797)  16 bytes ref:2375 
Leak(798)  32 bytes ref:2376 
Leak(799)  16 bytes ref:2881 
Leak(800)  64 bytes ref:2882 
Leak(801)  16 bytes ref:2883 
Leak(802)  64 bytes ref:2884 
Leak(803)  16 bytes ref:2885 
Leak(804)  64 bytes ref:2886 
Leak(805)  16 bytes ref:2887 
Leak(806)  64 bytes ref:2888 
Leak(807)  16 bytes ref:2889 
Leak(808)  64 bytes ref:2890 
Leak(809)  16 bytes ref:2891 
Leak(810)  64 bytes ref:2892 
Leak(811)  16 bytes ref:2893 
Leak(812)  64 bytes ref:2894 
Leak(813)  16 bytes ref:2895 
Leak(814)  64 bytes ref:2896 
Leak(815)  16 bytes ref:2897 
Leak(816)  64 bytes ref:2898 
Leak(817)  16 bytes ref:2899 
Leak(818)  64 bytes ref:2900 
Leak(819)  16 bytes ref:2901 
Leak(820)  64 bytes ref:2902 
Leak(821)  16 bytes ref:2903 
Leak(822)  64 bytes ref:2904 
Leak(823)  16 bytes ref:2905 
Leak(824)  64 bytes ref:2906 
Leak(825)  16 bytes ref:2907 
Leak(826)  64 bytes ref:2908 
Leak(827)  16 bytes ref:2909 
Leak(828)  64 bytes ref:2910 
Leak(829)  16 bytes ref:2911 
Leak(830)  64 bytes ref:2912 
Leak(831)  24 bytes ref:2916 
Leak(832)  40 bytes ref:2934 
Leak(833)  48 bytes ref:2952 
Leak(834)  16 bytes ref:68102 
Leak(835)  32 bytes ref:68103 
Leak(836)  16 bytes ref:68104 
Leak(837)  71 bytes ref:68107 
Leak(838)  16 bytes ref:68115 
Leak(839)  48 bytes ref:68117 

Memory Tracking Stats:

     Application files: 
                num of leaks: 0 
          total bytes leaked: 0 

     External Libs: 
                num of leaks: 840 
          total bytes leaked: 40622 
          largest individual: Leak(639) size: 19007 

CRT Debug Stats: 

    0 bytes in 0 Free Blocks 
    40622 bytes in 840 Normal Blocks 
    46921 bytes in 152 CRT Blocks 
    0 bytes in 0 Ignore Blocks 
    0 bytes in 0 Client Blocks 
